shot_id,unit_order,sequence_id,feature_unit_id,primary_scene_id,feature_unit_title,shot_role,location,time_period,frame_brief,character_or_action_focus,camera_and_lens,lighting_and_palette,sound_or_transition,practical_vfx_note,evidence_ids,adaptation_decision_ids,visual_classification,asset_status
SB-028-2,28,SEQ-04,FU-020,SC-101,Do Not Hide the Vessel,DECISION,Puhar threshold opening onto public streets,Act II-A,Stage the unit's decisive movement: Make Aravana's decisive teaching an instruction to move abundance outward toward hungry people and visible organisation,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0217;EV-0054;EV-0067;EV-0152;EV-0153;EV-0171;EV-0179,AD-0022;AD-0079;AD-0113;AD-0083;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-028-3,28,SEQ-04,FU-020,SC-101,Do Not Hide the Vessel,CONSEQUENCE,Puhar threshold opening onto public streets,Act II-A,Hold the changed condition after “Do Not Hide the Vessel” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0217;EV-0054;EV-0067;EV-0152;EV-0153;EV-0171;EV-0179,AD-0022;AD-0079;AD-0113;AD-0083;AD-0090,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-029-1,29,SEQ-04,BR-010,SC-150,The Fire Does Not Take Her,ENTRY,Fire ground or household ritual space,Act I branch memory,Establish Fire ground or household ritual space as lived space before foregrounding “The Fire Does Not Take Her.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0310;EV-0311;EV-0317;EV-0105;EV-0106;EV-0119;EV-0117;EV-0121;EV-0308;EV-0307;EV-0309;EV-0312,AD-0164;AD-0047;AD-0054;AD-0049;AD-0055;AD-0163;AD-0165;AD-0166;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-029-2,29,SEQ-04,BR-010,SC-150,The Fire Does Not Take Her,DECISION,Fire ground or household ritual space,Act I branch memory,Stage the unit's decisive movement: Stage grief and lethal expectation without idealising self-destruction and interrupt the act through the textually supported voice,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0310;EV-0311;EV-0317;EV-0105;EV-0106;EV-0119;EV-0117;EV-0121;EV-0308;EV-0307;EV-0309;EV-0312,AD-0164;AD-0047;AD-0054;AD-0049;AD-0055;AD-0163;AD-0165;AD-0166;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-029-3,29,SEQ-04,BR-010,SC-150,The Fire Does Not Take Her,CONSEQUENCE,Fire ground or household ritual space,Act I branch memory,Hold the changed condition after “The Fire Does Not Take Her” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0310;EV-0311;EV-0317;EV-0105;EV-0106;EV-0119;EV-0117;EV-0121;EV-0308;EV-0307;EV-0309;EV-0312,AD-0164;AD-0047;AD-0054;AD-0049;AD-0055;AD-0163;AD-0165;AD-0166;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-030-1,30,SEQ-04,BR-011,SC-152,Two People Return to One House,ENTRY,Aadhirai household,Compressed branch memory,Establish Aadhirai household as lived space before foregrounding “Two People Return to One House.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0314;EV-0308;EV-0309;EV-0312;EV-0313,AD-0166;AD-0167;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-030-2,30,SEQ-04,BR-011,SC-152,Two People Return to One House,DECISION,Aadhirai household,Compressed branch memory,Stage the unit's decisive movement: Present reunion as altered recognition and negotiation rather than instant forgiveness or reward,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0314;EV-0308;EV-0309;EV-0312;EV-0313,AD-0166;AD-0167;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-030-3,30,SEQ-04,BR-011,SC-152,Two People Return to One House,CONSEQUENCE,Aadhirai household,Compressed branch memory,Hold the changed condition after “Two People Return to One House” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0314;EV-0308;EV-0309;EV-0312;EV-0313,AD-0166;AD-0167;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-031-1,31,SEQ-04,FU-021,SC-153,The First Handful,ENTRY,Aadhirai household threshold,Act II,Establish Aadhirai household threshold as lived space before foregrounding “The First Handful.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0315;EV-0316;EV-0318;EV-0052;EV-0049;EV-0064;EV-0054,AD-0165;AD-0168;AD-0169;AD-0022;AD-0023;AD-0024;AD-0030;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-031-2,31,SEQ-04,FU-021,SC-153,The First Handful,DECISION,Aadhirai household threshold,Act II,Stage the unit's decisive movement: Make Aadhirai's decision transform private household food into the first offering of Manimekalai's public mission,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0315;EV-0316;EV-0318;EV-0052;EV-0049;EV-0064;EV-0054,AD-0165;AD-0168;AD-0169;AD-0022;AD-0023;AD-0024;AD-0030;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-031-3,31,SEQ-04,FU-021,SC-153,The First Handful,CONSEQUENCE,Aadhirai household threshold,Act II,Hold the changed condition after “The First Handful” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0315;EV-0316;EV-0318;EV-0052;EV-0049;EV-0064;EV-0054,AD-0165;AD-0168;AD-0169;AD-0022;AD-0023;AD-0024;AD-0030;AD-0170,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-032-1,32,SEQ-04,FU-022,SC-068,Compassion Learns Logistics,ENTRY,Ulaga Aravi feeding space,Act II,Establish Ulaga Aravi feeding space as lived space before foregrounding “Compassion Learns Logistics.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0054;EV-0067;EV-0153;EV-0022;EV-0023;EV-0032;EV-0033;EV-0049;EV-0050;EV-0060,AD-0023;AD-0024;AD-0073;AD-0079;AD-0009;AD-0010;AD-0011;AD-0013;AD-0021;AD-0022;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-032-2,32,SEQ-04,FU-022,SC-068,Compassion Learns Logistics,DECISION,Ulaga Aravi feeding space,Act II,Stage the unit's decisive movement: Show Manimekalai learning that care requires other workers recipient knowledge water access order and recovery from mistakes,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0054;EV-0067;EV-0153;EV-0022;EV-0023;EV-0032;EV-0033;EV-0049;EV-0050;EV-0060,AD-0023;AD-0024;AD-0073;AD-0079;AD-0009;AD-0010;AD-0011;AD-0013;AD-0021;AD-0022;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-032-3,32,SEQ-04,FU-022,SC-068,Compassion Learns Logistics,CONSEQUENCE,Ulaga Aravi feeding space,Act II,Hold the changed condition after “Compassion Learns Logistics” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0054;EV-0067;EV-0153;EV-0022;EV-0023;EV-0032;EV-0033;EV-0049;EV-0050;EV-0060,AD-0023;AD-0024;AD-0073;AD-0079;AD-0009;AD-0010;AD-0011;AD-0013;AD-0021;AD-0022;AD-0029,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-033-1,33,SEQ-04,FU-023,SC-019,Enough,ENTRY,Ulaga Aravi,Act II,Establish Ulaga Aravi as lived space before foregrounding “Enough.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0055,AD-0021;AD-0024,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-033-2,33,SEQ-04,FU-023,SC-019,Enough,DECISION,Ulaga Aravi,Act II,Stage the unit's decisive movement: Let Kayasandihai experience satiety and bodily stillness without comedy or spectacle,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0055,AD-0021;AD-0024,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-033-3,33,SEQ-04,FU-023,SC-019,Enough,CONSEQUENCE,Ulaga Aravi,Act II,Hold the changed condition after “Enough” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0055,AD-0021;AD-0024,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-034-1,34,SEQ-04,FU-024,SC-020,The Prison Kitchen,ENTRY,Former royal prison,Act II,Establish Former royal prison as lived space before foregrounding “The Prison Kitchen.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0041;EV-0056;EV-0067;EV-0091;EV-0101;EV-0123,AD-0017;AD-0023;AD-0025;AD-0044;AD-0059,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-034-2,34,SEQ-04,FU-024,SC-020,The Prison Kitchen,DECISION,Former royal prison,Act II,"Stage the unit's decisive movement: Make prison reform visible through opened spaces, water, storage, cooking, lodging and new social roles","The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0041;EV-0056;EV-0067;EV-0091;EV-0101;EV-0123,AD-0017;AD-0023;AD-0025;AD-0044;AD-0059,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-034-3,34,SEQ-04,FU-024,SC-020,The Prison Kitchen,CONSEQUENCE,Former royal prison,Act II,Hold the changed condition after “The Prison Kitchen” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0041;EV-0056;EV-0067;EV-0091;EV-0101;EV-0123,AD-0017;AD-0023;AD-0025;AD-0044;AD-0059,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-035-1,35,SEQ-05,FU-025,SC-107,A Crown as Protection,ENTRY,Udayakumaran's court,Act II-A,Establish Udayakumaran's court as lived space before foregrounding “A Crown as Protection.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0230;EV-0231,AD-0120,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-035-2,35,SEQ-05,FU-025,SC-107,A Crown as Protection,DECISION,Udayakumaran's court,Act II-A,Stage the unit's decisive movement: Show Chitrapathi persuading the prince through survival logic while preserving his agency,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0230;EV-0231,AD-0120,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-035-3,35,SEQ-05,FU-025,SC-107,A Crown as Protection,CONSEQUENCE,Udayakumaran's court,Act II-A,Hold the changed condition after “A Crown as Protection” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0230;EV-0231,AD-0120,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-036-1,36,SEQ-05,FU-026,SC-092,Memory Is Not Permission,ENTRY,Puhar confrontation,Act II,Establish Puhar confrontation as lived space before foregrounding “Memory Is Not Permission.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0202;EV-0203,AD-0104,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-036-2,36,SEQ-05,FU-026,SC-092,Memory Is Not Permission,DECISION,Puhar confrontation,Act II,Stage the unit's decisive movement: Separate previous-life connection from present autonomy,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0202;EV-0203,AD-0104,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-036-3,36,SEQ-05,FU-026,SC-092,Memory Is Not Permission,CONSEQUENCE,Puhar confrontation,Act II,Hold the changed condition after “Memory Is Not Permission” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_or_revelation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0202;EV-0203,AD-0104,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-037-1,37,SEQ-05,BR-009,SC-131,Counting Indra Festivals,ENTRY,Puhar thresholds across repeated festival visits,Compressed backstory,Establish Puhar thresholds across repeated festival visits as lived space before foregrounding “Counting Indra Festivals.”,"Environment, labour and access relationships",28mm human-scale establishing frame; restrained lateral movement,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0282;EV-0280;EV-0281,AD-0144;AD-0146;AD-0143;AD-0145,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-037-2,37,SEQ-05,BR-009,SC-131,Counting Indra Festivals,DECISION,Puhar thresholds across repeated festival visits,Compressed backstory,Stage the unit's decisive movement: Build long separation repeated return affection and accumulating expectation while preserving uncertainty about exact visit count and duration,"The person making, resisting or receiving the consequential action",50mm observed action; camera remains at participant height,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0282;EV-0280;EV-0281,AD-0144;AD-0146;AD-0143;AD-0145,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-037-3,37,SEQ-05,BR-009,SC-131,Counting Indra Festivals,CONSEQUENCE,Puhar thresholds across repeated festival visits,Compressed backstory,Hold the changed condition after “Counting Indra Festivals” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",75mm consequence detail or environmental handoff,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered memory_inset transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0282;EV-0280;EV-0281,AD-0144;AD-0146;AD-0143;AD-0145,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-038-1,38,SEQ-05,FU-028,SC-132,The Woman With His Wife's Face,ENTRY,Ulaga Aravi or temple feeding space,Act II,Establish Ulaga Aravi or temple feeding space as lived space before foregrounding “The Woman With His Wife's Face.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0285;EV-0283;EV-0026;EV-0033;EV-0136;EV-0144,AD-0144;AD-0145;AD-0146;AD-0009;AD-0010;AD-0068;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-038-2,38,SEQ-05,FU-028,SC-132,The Woman With His Wife's Face,DECISION,Ulaga Aravi or temple feeding space,Act II,Stage the unit's decisive movement: Begin with Kanchanan's relief and loving recognition then reveal the mismatch between familiar appearance and unfamiliar response without forcing intimacy,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0285;EV-0283;EV-0026;EV-0033;EV-0136;EV-0144,AD-0144;AD-0145;AD-0146;AD-0009;AD-0010;AD-0068;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-038-3,38,SEQ-05,FU-028,SC-132,The Woman With His Wife's Face,CONSEQUENCE,Ulaga Aravi or temple feeding space,Act II,Hold the changed condition after “The Woman With His Wife's Face” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0285;EV-0283;EV-0026;EV-0033;EV-0136;EV-0144,AD-0144;AD-0145;AD-0146;AD-0009;AD-0010;AD-0068;AD-0070,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-039-1,39,SEQ-05,FU-029,SC-133,What He Thinks He Sees,ENTRY,Temple public space,Act II,Establish Temple public space as lived space before foregrounding “What He Thinks He Sees.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0286;EV-0204;EV-0205,AD-0146;AD-0147;AD-0150;AD-0105,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-039-2,39,SEQ-05,FU-029,SC-133,What He Thinks He Sees,DECISION,Temple public space,Act II,Stage the unit's decisive movement: Separate Manimekalai's speech to Udayakumaran from Kanchanan's interpretation of gaze smiles rejection and apparent intimacy,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0286;EV-0204;EV-0205,AD-0146;AD-0147;AD-0150;AD-0105,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-039-3,39,SEQ-05,FU-029,SC-133,What He Thinks He Sees,CONSEQUENCE,Temple public space,Act II,Hold the changed condition after “What He Thinks He Sees” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0286;EV-0204;EV-0205,AD-0146;AD-0147;AD-0150;AD-0105,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-040-1,40,SEQ-05,FU-030,SC-134,The Sword in the Hidden Place,ENTRY,Temple interior and concealed threshold,Act II nightfall,Establish Temple interior and concealed threshold as lived space before foregrounding “The Sword in the Hidden Place.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0287,AD-0147;AD-0148;AD-0149,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-040-2,40,SEQ-05,FU-030,SC-134,The Sword in the Hidden Place,DECISION,Temple interior and concealed threshold,Act II nightfall,Stage the unit's decisive movement: Make weapon possession concealment waiting and opportunities to question leave or seek witnesses visible before the prince returns,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0287,AD-0147;AD-0148;AD-0149,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-040-3,40,SEQ-05,FU-030,SC-134,The Sword in the Hidden Place,CONSEQUENCE,Temple interior and concealed threshold,Act II nightfall,Hold the changed condition after “The Sword in the Hidden Place” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0287,AD-0147;AD-0148;AD-0149,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-041-1,41,SEQ-05,FU-031,SC-135,Midnight Without a Question,ENTRY,Temple at midnight,Act II climax,Establish Temple at midnight as lived space before foregrounding “Midnight Without a Question.”,"Environment, labour and access relationships",40mm relational master preserving distance and power,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0288;EV-0204,AD-0148;AD-0149;AD-0150,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-041-2,41,SEQ-05,FU-031,SC-135,Midnight Without a Question,DECISION,Temple at midnight,Act II climax,Stage the unit's decisive movement: Stage the prince's return and Kanchanan's brief asymmetric lethal strike without heroic duel romantic defence or exact wound invention before Tamil review,"The person making, resisting or receiving the consequential action",65mm listening single; reaction before assertion,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0288;EV-0204,AD-0148;AD-0149;AD-0150,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-041-3,41,SEQ-05,FU-031,SC-135,Midnight Without a Question,CONSEQUENCE,Temple at midnight,Act II climax,Hold the changed condition after “Midnight Without a Question” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",50mm two-plane reversal or exit,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered causal_escalation transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0288;EV-0204,AD-0148;AD-0149;AD-0150,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-042-1,42,SEQ-05,FU-032,SC-136,Do Not Go Near Her,ENTRY,Kanthil Pavai pillar beside the body,Immediate aftermath,Establish Kanthil Pavai pillar beside the body as lived space before foregrounding “Do Not Go Near Her.”,"Environment, labour and access relationships",35mm spatial master linking person and institution,"Service and danger: earthen food tones, working courtyards, gathering dusk",Carry sound from the previous unit into this geography,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0289;EV-0290;EV-0284,AD-0151;AD-0152,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-042-2,42,SEQ-05,FU-032,SC-136,Do Not Go Near Her,DECISION,Kanthil Pavai pillar beside the body,Immediate aftermath,Stage the unit's decisive movement: Deliver identity correction Kayasandihai's death Udayakumaran's fate Kanchanan's cruelty and future consequence as separate facts that progressively collapse his certainty,"The person making, resisting or receiving the consequential action",50mm decisive action or exchange,"Service and danger: earthen food tones, working courtyards, gathering dusk",Let action and listening lead; music must not pre-decide moral meaning,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0289;EV-0290;EV-0284,AD-0151;AD-0152,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
SB-042-3,42,SEQ-05,FU-032,SC-136,Do Not Go Near Her,CONSEQUENCE,Kanthil Pavai pillar beside the body,Immediate aftermath,Hold the changed condition after “Do Not Go Near Her” and hand it to the next unit.,"Material consequence, witness, object or altered relationship",65mm knowledge-change detail leading the transition,"Service and danger: earthen food tones, working courtyards, gathering dusk",Use the registered continuous_scene transition,"Prefer practical environment, crowd and object interaction; use VFX for extension or sacred discontinuity only, never as evidence.",EV-0289;EV-0290;EV-0284,AD-0151;AD-0152,[INTERPRETATION] grounded in registered evidence and decisions,DESCRIPTION_READY
